Title,Ingredients,Steps,URL
Tahu goreng bumbu rempah,1 siung bawang putih--1 sdt ketumbar bubuk--1/2 sdt garam--1/2 sdt lada bubuk--4 sdm air--Tahu 5 iris kotak--,"Haluskan bawang putih--Jika sudah halus, masuk kan garam, lada, dan ketumbar lalu beri sedikit air--Rendam tahu dalam bumbu halus kurang lebih 15 menit--Goreng sesuai selera dan sajikan--",/id/resep/4056687-tahu-goreng-bumbu-rempah
Mujair Bakar Sambal Kecap,"1 ekor ikan mujair (±400 g)--1 btr jeruk nipis, ambik airnya--1 sdt garam--6 sdm minyak untuk menumis--Haluskan :--7 btr bawang merah--2 siung bawang putih--7 bh cabai merah keriting--1 sdt ketumbar--2 sdt terasi--1 1/3 sdt garam--Sambal kecap :--3 btr bawang merah, cincang halus--4 bh cabai rawit merah, iris halus--1/2 btr tomat, cincang--1/2 sdt garam--50 ml kecap manis--1 sdt air jeruk nipis--3 sdm air hangat--","Bersihkan ikan mujair, gurat sisinya. Lumuri dengan air jeruk nipis dan garam. Sisihkan.--Panaskan minyak, tumis bumbu halus sampai harum dan matang. Angkat dan dinginkan. Oleskan keseluruh badan ikan, lalu panggang ikan di happy call dengan api kecil cenderung sedang. Angkat--Sambal kecap : campur semua bahan, aduk sampai rata. Sajikan bersama mujair bakar.--",/id/resep/4011109-mujair-bakar-sambal-kecap
Ikan tamban masak sambel dower,1/4 Ikan tamban--4 siung Bawang merah--4 siung Bawang putih--5 biji Cabe merah--15 biji Cabe rawit--2 biji Tomat kecil--1 lembar Daun jeruk--Garam--Gula--Penyedap rasa--,"Bersihkan ikan tamban goreng ikan--Bumbu halus bawang merah, putih, cabe rawit, cabe merah dan tomat--Tumis bumbu halus. Tumis sampai harum--Masukkan garam gula penyedap rasa koreksi rasa--Masukkan ikan tamban yg sdh digoreng aduk rata. Dan hidangkan--",/id/resep/4055173-ikan-tamban-masak-sambel-dower
Nasi kambing oven,1/4 kg daging kambing--secukupnya Garam--Merica secukupnya(banyak merica makin enak rasanya ya)--5 sendok makan Margarin kira2--,Potong daging kambing sesuai selera lalu cuci bersih--Siapkan presto dan air secukupnya aj g ush terlalu banyak--Masukan semua bahan2 tadi dan presto sampai airnya tinggal sedikit(alias nyemek)--Siapkan alumunium foil untuk membungkus--Ambil daging kambing letakan diatas alumunium foil dan beri sedikit kaldu sisa presto tadi lalu bungkus--Masukan ke oven kurang lebih 1jam * semakin lama semakin empuk ya--Jika sdh empuk keluarkan dr oven dan sajikan dengan nasi haangat dan kecap..bisa ditambah dengan irisan cabai dan bawang merah 😍--,/id/resep/3470710-nasi-kambing-oven
Kari tahu telur kentang,"4 butir telur rebus--4 buah tahu, potong 8 bagian lalu goreng berkulit--2 buah kentang, potong 4 bagian--1 bks santan kara ukuran kecil--1000 ml air / kaldu--5 buah cengek utuh (tambahan dari saya)--Haluskan :--1 buah cabe merah buang biji--5 siung bawang merah--2 siung bawang putih--1 sdm bumbu kari instant--2 butir kemiri--1/4 sdt ketumbar--1/2 sdt merica bubuk--1/8 sdt pala bubuk--2 ruas jari kunyit--Rempah cemplung--1 batang sereh, geprek--2 cm lengkuas--1 cm jahe--2 lembar daun jeruk--1 lembar daun salam--Secukupnya asam jawa--Garam / kaldu bubuk--Gula pasir--","Tumis bumbu halus dan rempah cemplung hingga harum dan matang--Masukan kentang. Aduk rata--Beri air. Setelah agak mendidih masukan telur, tahu dan rawit utuh--Bumbui garam dan gula pasir--Setelah didih, masukan santan, aduk sesekali--Angkat, sajikan dengan pelengkap--",/id/resep/4471788-kari-tahu-telur-kentang
Sate Daging Sapi/Kambing Happy Call,1/2 kg daging sapi/kambing--1 sachet kecap bango--1 gandu gula merah--3 siung bawang merah--1 siung bawang putih--1 sdm garam--1 sdt ketumbar bubuk--1/2 sdt merica--1/2 ruas kunyit--1 sdt penyedap rasa sapi--2 buah cabai rawit--sachet Mentega--Bumbu pecel yang sudah jadi--Tusuk sate--Siapkan Happy Call untuk memanggang--,"Potong2 daging kotak2 sesuai selera--Ulek 2 siung bawang merah,bawang putih,garam,merica,ketumbar dan kunyit--Masukan daging pada bumbu yg telah diuleg--Diamkan sampai bumbu meresap kemudian tusuk menggunakan tusuk sate--Siapkan happy call diatas kompor dan beri mentega--Masukan daging dan tutup,setelah 10 menit balikan daging--Setelah 20 menit dipanggang daging siap di sajikan--Sajikan bersama bumbu pecel yang sudah jadi dan bumbu kecap yang diberi potongan bawang merah juga cabai rawit--",/id/resep/3345297-sate-daging-sapikambing-happy-call
Daging sapi masak lada hitam,250 gram daging sapi (iris kotak tipis)--1 bawang bombai (iris kotak besar)--2 sdm lada hitam bubuk (bila suka pedas.klo tidak suka dikurangi)--4 bawang merah (iris tipis)--3 bawang putih (iris tipis)--6 cabe merah besar (iris kasar)--6 cane hijau besar (iria kasar)--1 sdm saus tiram--1 sdt garam--2 sdm kecap bangau--bila suka Royco--,"Rebus daging sapi sampai empuk sisihkan (jangan buang air kaldunya)--Tumis bawang merah dan bawang putih sampai harum--Masukkan daging sapi dan air kaldunya.tunggu sampai mendidih--Tambahkan garam,saus tiram,kecap dan lada hitam--Gunakan api kecil supaya bumbu meresap smp kedalam daging.jgn lupa tes rasa--Apabila kuah tinggal sedikit masukkan cabe (tujuanny supaya cabe tidak layu dan terlihat segar n cantik)--Jika sudah matang masukkan bawang bombai sambil diaduk--Tunggu kuah habis angkat dan sajikan--",/id/resep/3684779-daging-sapi-masak-lada-hitam
Egg Roll,6 butir telur--1 buah wortel parut--2 siung bawang merah iris tipis--5 buah cabe hijau cincang--secukupnya Daun bawang cincang--secukupnya Seledri cincang--secukupnya Garam--1/2 sdm bubuk cabe--3 sdm mentega--,"Masukkan semua bahan kecuali mentega--Panaskan teflon masukkan mentega, tuang 1 sendok kuah adonan telur--Kemudian gulung sebagian tambahkan lagi adonan telurnya--Lakukan sampai habis--Eggrollnya siap disantap--",/id/resep/4237451-egg-roll
Tumis tempe kacang panjang,1 Tempe--4 helai Kacang panjang--1 bh Wortel--5 bh cabe merah--3 bawang merah--2 bawang putih--2 lbr daun salam--1 inc laos--Garam--Penyedap rasa--secukupnya Gula--secukupnya Air--,"Baham semua diiris tipis--Tumis bawang merah,bawang putih,cabe merah,lais,daun salam,kalau sudag wangi kasih air sedikit, masukan wortel, tempe,bertikutny kacang panjang,masukan penyedap rasa,garam--Angkat,taburi bawang goreng diatasnya--",/id/resep/4315143-tumis-tempe-kacang-panjang
Tumis sawi hijau with tempe,1 ikat sawi hijau--1 papan tempe--Bumbu:--1 siung bawang bombay--3 siung bawang putih--3 buah chili padi--3 sdm kecap--1 sdm sos tiram--Sedikit minyak menumis--Secukupnya garam/ penyedap--,Cuci dan potong sawi hijau lalu tiriskan. Rebus sebentar saja.--Potong dan goreng tempe hingga setengah kering lalu sisihkan.--Tumis bumbu lalu masukkan sawi dan juga tempe. Masak hingga sebati lalu cicipi rasanya.--,/id/resep/4349138-tumis-sawi-hijau-with-tempe
Tongseng sapi,1/4 daging sapi /kambing--Secukupnya kol--2 Buah tomat sayur--Sedikit kecap--Bumbu halus :--5 butir bawang putih--6 Buah cabe rawit setan--Garam--Lada--,"Tumis sampai Harum bumbu yang dihaluskan--Masukan daging yg sudah di potong kecil, tambahkan sedikit air--Stlh daging matang, masukan kol Dan irisan tomat, beri kecap sedikit--Masak sampai kuah agak menyusut--Tongseng siap disantap--",/id/resep/3419698-tongseng-sapi
Telur orak arik pedas with kornet sapi,3 butir telur--3 siung bawang merah--2 siung bawang putih--1 daun bawang--9 buah cabe rawit--,"Ulek cabe rawit dan bawang putih, cincang daun bawang dan bawang merah--Lalu tumis semuanya sampai harum--Masuk kan telur orak arik sampai kering lalu campurkan kornet sapi beri garam peyedap rasa lalu koreksi rasa, sajikan--",/id/resep/4000343-telur-orak-arik-pedas-with-kornet-sapi
Tahu isi,"10 buah tahu putih--garam--Isi :--kecambah seplastik--1 buah wortel--1 buah daun bawang--3 butir bawang merah halus--secukupnya garam rasa--1/2 sdt garam--secukupnya merica--1/4 sdt gula pasir--Tepung pelapis :--1 cm kunyit--1 siung bawang putih--2 butir bawang merah--5-7 sdm tepung terigu--secukupnya air--garam, merica dan bubuk kaldu--","Siapkan semua bahan.--Kukus tahu putih yg telah dicuci dan diolesi garam. Sisihkan.--Kupas, cuci dan potong wortel spt korek api. Hilangkan ekor kecambah bagian akar. Iris iris daun bawang.--Haluskan bawang merah kemudian tumis sampai harum masukkan wortel beri bumbu2 jika sudah agak layu masukkan irisan daun bawang setelah aromanya keluar masukkan kecambah tunggu hingga agak layu matikan api. Tunggu hingga uap panas menghilang kemudian isi tahu dg isinya. Sisihkan.--Haluskan bawang2 campurkan dg tepung tambahkan bumbu2 dan air aduk hingga tidak bergerindil.--Setelah itu, goreng tahu dg adonan tepung dalam minyak panas. Goreng hingga matang. Angkat dan tiriskan.--Tahu isi siap disajikan.--Selamat mencoba 😊--",/id/resep/4442793-tahu-isi
Orek Tempe Basah,"1 papan tempe, potong dadu lalu goreng setengah matang, tiriskan--3 bh cabe merah iris tipis--2 bh cabe hijau iris tipis--5 siung bawang merah iris tipis--3 siung bawang putih cincang halus--daun salam--laos, geprek--pete rendam air panas--garam--kecap manis--minyak goreng--","Panaskan minyak, lalu tumis bawang putih, bawang merah, laos dan salam sampai harum--Masukan cabe merah dan cabe hijau, sampai layu..lalu tambahkan air sedikit--Masukkan tempe yang sudah digoreng, aduk merata,tambahkan pete, garam secukupnya, terakhir kecap manis secukupnya, koreksi rasa--Voila...siap disajikan dengan nasi hangat! semoga bermanfaat..selamat mencoba :)--",/id/resep/4396104-orek-tempe-basah
Tahu Tek Simple,"2 kotak tahu--4 telur mentah--3 siung bawang putih--2 sdm petis berkualitas baik--2 sdm selai kacang asli non gula atau tanpa tambahan lain--jika suka Taoge buntut pendek,--jika suka Bawang goreng,--sesuai selera Cabai--Secukupnya air matang, suhu ruangan--","Goreng tahu dan kocokan telur. Tahu digoreng hingga berkulit.--Uleg bawang putih dan cabai sampai lembut--Campurkan ulekan kedalam selai kacang, petis dan air matang. Aduk hingga merata.--Potong-potong tahu dan telur.--Tata taoge, potongan tahu dan telur diatas piring, siram dengan saus kacang-petis sesuai selera. Tambahkan bawang goreng jika suka.--Siap dihidangkan.--",/id/resep/4440923-tahu-tek-simple
Beef Blackpepper,300 gr daging has dalam (diiris tipis saat msh beku lbh mudah)--1 bawang bombay diiris halus--3 bawang putih diiris halus--1 cabe merah besar diiris--1 cabe hijau besar diiris--1/2 sdm kecap asin (utk rendaman daging)--1 sdm kecap manis--1/2 sdm kecap asin--1/2 sdm minyak wijen--1/2 sdm saus tiram--1 sdt lada hitam bubuk--1/2 sdt garam (sy pk seasalt)--1/2 sdt gula--Secukupnya air--1 sdm maizena dilarutkan (spy kuah kental)--3 sdm minyak utk menumis--,"Daging dicampur dengan 1/2 sdm kecap asin diamkan spy meresap--Tumis bawang putih, setengah bawang bombay hingga wangi--Masukkan daging tumis hingga berubah warna--Tambahkan air dan masukkan semua bumbu kecuali sisa bawang bombay, cabe merah dan cabe hijau. Masak sampai daging empuk. Cek rasanya.--Masukkan sisa bawang bombay, cabe merah dan cabe hijau aduk sampai layu dan larutan maizena spy kuah sedikit kental. Sajikan dengan nasi panas :)--Selamat mencoba--",/id/resep/3517221-beef-blackpepper
Ayam goreng lepas tulang lembut,"1 kg ayam--4 bawang putih--3 ruas laos--1 ruas jahe--Daun salam, serai 2 ruas, daun jeruk,--","Masukkan ayam dalam magic com. 
Bawang putih, jahe, laos, jahe blender sampai lembut.
Masukkan bumbu yang sudah dihaluskan tadi dalam magic com
Tuang air bioglass dalam magic com sampai ayam terendam air bioglass.
Cetrek cook. Tunggu kira kira 45 menit. 
Ambil ayam dari magic com
Taburi garam secukupnya
Goreng
Jadii deh ayam empuk lezatnya. Biar ayamnya dingin juga masih empuk😊😊
Cara bikin sambel nya
Cabe, bawang merah trasi, goreng di sisa minyak ayam goreng tadi. Minyak nya dikit aja.--",/id/resep/4469261-ayam-goreng-lepas-tulang-lembut
Sop kepala ikan mas,2 ekor kepala ikan mas--7 biji bawang merah--3 biji buah tomat--1 batang serai--3 buah lombok besar merah--3 buah lombok besar hijau--secukupnya Seledri--,"Rebus air bersama bawang merah, diamkan sampai mendidih--Masukkan kepala ikan mas yg di potong2 td--Masukkan garam secukupny diamkan sampai mendidih--Masukkan buah tomat lombok yang sudah di iris2 td--Lalu tambahkan serai yg sdh di geprak diamkan sampai mendidih lalu cicipi sedikit sesuai selera--Selesai dan hidangkan dengan taburan seledri--",/id/resep/4060616-sop-kepala-ikan-mas
Tengkleng Kambing,500 gram daging dan tulang iga kambing--2 liter air--2 kayu Manis--3 daun salam--4 daun jeruk--10 cabe rawit--secukupnya minyak goreng untuk menumis--Bumbu Halus :--10 siung bawang merah--6 siung bawang putih--2 cabe merah keriting--4 cabe rawit--1 ruas jahe--2 ruas lengkuas--2 ruas kunyit--2 sendok ketumbar sangrai--3 kemiri sangrai--1 buah pala--2 batang sereh--secukupnya Merica  (Karena dirumah ga ada merica butiran saya pake Ladaku😀)--3 Sendok kecap--secukupnya Gula dan Garam--Pelengkap--Acar--Sambel cabe rawit--secukupnya irisan kol--,"Rebus semua tulang iga dan daging selama 10 menit.. Kemudian angkat Klo sya ulangin perebusan sampe 3 kali--Sambil perebusan iga dan daging Saya blender bumbu halusnya.. Untuk daun salam dan daun jeruk ga di blender--Untuk perebusan ke 3 kali sya pake kulit pala, daun salam, daun jeruk dan sereh untuk mengurangi bau daging kambing--Setelah daging empuk saya potong kecil2 kemudian saya menumis bumbu halus sampe harum kemudian masukan daun jeruk, daun salam dan potongan daging Masak sampe Bumbu sudah matang--Masuk air rebusan daging sedikit kedalam tumisan bumbu dan daging Setelah itu masukan bumbu dan daging kedalam panci berisi iga.. Rebus kurleb 30menit..tambahkan kecap manis, gula dan garam.karena sya dan suami suka pedas jd sya tambahkan cabe rawit utuhan..setelah mendidih koreksi rasa----Rebus irisan kol selama 3 menit Kemudian angkat dan tiriskan kol.. Masukanbirisan kol kedalam mangkok yg berisi tengkleng----",/id/resep/1002725-tengkleng-kambing
Udang goreng tepung simple,1/2 kg Udang--1/2 bungkus tepung bumbu mama suka--secukupnya Daun seledri--Air--Minyak goreng--,"Bersihkan udang kemudian cuci hingga bersih masukan ke dalam mangkuk beri tepung bumbu, potongan daun seledri dan air secukupnya(jangan sampai encer sekali ato mengental, yg sedang"" saja adonannya) Aduk hingga rata--Panaskan minyak kemudian masukan adonan goreng hingga matang. Angkat dan sajikan--",/id/resep/3990976-udang-goreng-tepung-simple
Pindang iga sapi,1 kg iga sapi--10 buah bawang merah--10 buah bawang putih--3 buah cabe merah--1 ruas kunyit--1 ruas lengkuas--2 btg serai--Daun salam--Daun bawang--Nanas sedikit sja (sy ga pake krna ga ada stok)--sedikit Asam jawa--2 buah tomat ukuran kecil potong jdi 4 bgian--secukupnya Garam--,"Rebus iga sampe empuk (saya pke presto)--Semua bumbu d keprek kecuali daun salam,daun bawang, nanas.--Daun bawang n nanas di rajang...--Setelah iga empuk..masukan smua bumbu tadi..lalu masukan asam jawa, nanas..koreksi rasa..jgn lpa masukan garam ya...trakhir bru masukan daun bawang n tomat...--Pindang siap di hidangkan selagi masih panas..hidang kan bersama sambal trasi..--",/id/resep/2387679-pindang-iga-sapi
Udang mentega,"1/4 kg udang buang kepalanya--1/4 bawang bombang--2 atau 3 siung bawang putih--2 sdm mentega--2 sdm minyak goreng--2 sdm kecap manis--2 sdm kecap inggris--1 sdt saus tiram--1 sdt gula pasir--Jeruk nipis,garam,merica untuk merendam--Daun bawang & tomat.(optional)--","Panaskan minyak goreng & mentega, goreng udang sampai kemerahan--Masukkan bawang bombay & bawang putih cincang. Aduk smpi layu--Tuangkan 3 jenis kecap & Gula pasir, Aduk rata--Masukkan daun bawang& tomat potong. Aduk. matikan api. Koreksi rasa--",/id/resep/3860191-udang-mentega
"Buncis,tempe",1 kg Buncis--1 tempe--pete--bumbu--3 siung bawang putih--4 siung bawang merah--10 buah cabe merah--,"Buncis cuci beRSih lalu poring miring2, tempe potong segipanjang...lalu goreng, tiriskan--Bumbu cincang kita tumis sampe harus lalu masukan buncis tutup sebentar,lalu tambahkan Tempe srenggg goseng tambahkan garam, knor sesikit+ gula kalau suka kenal tambah kecap...--Sudah mateng, yuk sajikan...--Siap dihidangkan monggo--",/id/resep/4378660-buncistempe
Sambal terong asam+telur,1 buah terong asam--5 siung bawang merah--2 siung bawang putih--10 cabai merah atau sesuai selera pedas atau tidak--2 buah telur--secukupnya Garam--Gula merah secukupnya atau gula pasir--1/2 trasi udang sachetan abc--secukupnya Kecap asin--,"Siapkan alat dan bahan semuanya. Terong dicuci, dikupas lalu dipotong dadu kecil2.--Bawang merah, bawang putih, cabai, trasi, dan garam dihaluskan lalu setelah halus masukkan terong kedalam bumbu halus tadi, ditumbuk bersama hingga bumbu menempel pada terong tersebut kalau bisa terong juga hancur.--Panaskan sedikit minyak untuk menggoreng telor, telor dimasukkan lalu diorak-arik dan bumbu yg dihaluskan serta terong tadi dimasukkan lalu ditambah air sdikit kedalam ulekan tdi.. Lalu dioseng rata dikasih gula secukupnya, kecap asin secukupnya, cicipi sesuai selera..--Setelah sudah mantap rasanya baru dihidangkan bersama orang tersayang anda. 😊--",/id/resep/4364573-sambal-terong-asamtelur
"Tahu + Sayur Gulung siram Kecap pedas (no oil, no salt)","Veg Roll:--1 pc terong, belah 2, potong tipis 0,5cm--1 pc wortel, potong korek api--100 gr buncis, potong 3 bag--4 pc tahu putih, belah 2 mendatar, kerat menyilang--1 pc telur, ceplok tanpa minyak--Saus Kecap:--1 siung bawang putih, cincang--2 pc cabe rawit merah, iris--1/2 sdm kecap manis--1/4 sdm saus tiram--secukupnya Air--","Panggang terong, buncis dan wortel di teflon anti lengket--Hamparkan terong memanjang ke samping. Tata buncis dan wortel di sisi kirinya, oles sisi kanan dgn putih telur, panggang sebentar (posisi yg direkatkan dibawah). Sisihkan--Panggang tahu di kedua sisinya. Sisihkan--Saus: tumis bawang putih dan cabe rawit di teflon hingga wangi. Tuang sedikit air, masukkan saus tiram dan kecap manis. Masak hingga mendidih dan air sedikit berkurang--Penyajian: tata telur ditengah piring, tahu di tepinya dan veg roll di antara tahu. Siram dgn saus kecap pedas--",/id/resep/4411779-tahu-sayur-gulung-siram-kecap-pedas-no-oil-no-salt
